url,region,region_url,price,year,manufacturer,model,condition,fuel,odometer,transmission,drive,size,type,paint_color,image_url,county,state,lat,long,posting_date
https://montgomery.craigslist.org/ctd/d/oak-grove-2008-dodge-ram-x4-utility/7312148526.html,montgomery,https://montgomery.craigslist.org,24950,2008,ram,3500,excellent,diesel,94509,automatic,rwd,,truck,,https://images.craigslist.org/00p0p_iq1mI2x07Soz_0CI0t2_600x450.jpg,,al,38.9985,-94.1399,2021-04-24T18:49:31-0500
https://montgomery.craigslist.org/ctd/d/montgomery-2017-ram-1500-crew-cab-big/7311973932.html,montgomery,https://montgomery.craigslist.org,31990,2017,ram,1500 crew cab big horn,good,gas,35921,other,,,pickup,white,https://images.craigslist.org/00c0c_4rTlvLXy36jz_0gw0co_600x450.jpg,,al,32.35,-86.28,2021-04-24T13:11:10-0500
https://montgomery.craigslist.org/ctd/d/montgomery-2013-ford-f150-supercrew-cab/7311909195.html,montgomery,https://montgomery.craigslist.org,31590,2013,ford,f150 supercrew cab fx4,good,other,68089,other,4wd,,pickup,red,https://images.craigslist.org/00X0X_3meScVYBjdaz_0gw0co_600x450.jpg,,al,32.35,-86.28,2021-04-24T11:31:08-0500
https://montgomery.craigslist.org/ctd/d/montgomery-2013-gmc-sierra-1500/7311908991.html,montgomery,https://montgomery.craigslist.org,24990,2013,gmc,sierra 1500 extended cab sle,good,gas,70559,other,4wd,,pickup,black,https://images.craigslist.org/00707_iuzb6SD0Rsgz_0gw0co_600x450.jpg,,al,32.35,-86.28,2021-04-24T11:30:53-0500
https://montgomery.craigslist.org/ctd/d/montgomery-2017-ford-f150-supercrew-cab/7311902703.html,montgomery,https://montgomery.craigslist.org,35590,2017,ford,f150 supercrew cab xlt,good,gas,36536,other,,,pickup,silver,https://images.craigslist.org/00N0N_1xMPvfxRAIdz_0gw0co_600x450.jpg,,al,32.35,-86.28,2021-04-24T11:21:19-0500
https://montgomery.craigslist.org/ctd/d/montgomery-2014-ram-1500-crew-cab-big/7311801071.html,montgomery,https://montgomery.craigslist.org,27590,2014,ram,1500 crew cab big horn,good,other,47811,other,4wd,,pickup,red,https://images.craigslist.org/00Q0Q_QKguUujTOyz_0gw0co_600x450.jpg,,al,32.35,-86.28,2021-04-24T08:09:03-0500
https://montgomery.craigslist.org/ctd/d/montgomery-2017-ford-expedition-xlt/7311801056.html,montgomery,https://montgomery.craigslist.org,29590,2017,ford,expedition xlt sport,good,gas,70760,other,4wd,,SUV,blue,https://images.craigslist.org/00D0D_aqVh7XGmJcQz_0gw0co_600x450.jpg,,al,32.35,-86.28,2021-04-24T08:09:01-0500
https://montgomery.craigslist.org/ctd/d/montgomery-2002-toyota-camry-le-speed/7311628402.html,montgomery,https://montgomery.craigslist.org,4999,2002,toyota,camry,good,gas,152212,manual,fwd,mid-size,sedan,silver,https://images.craigslist.org/00U0U_2CmlQ3UkSioz_0CI0t2_600x450.jpg,,al,32.3417,-86.3529,2021-04-23T17:53:59-0500
https://montgomery.craigslist.org/cto/d/montgomery-clean-lac/7311477627.html,montgomery,https://montgomery.craigslist.org,5600,1994,cadillac,deville,good,gas,120000,automatic,fwd,full-size,sedan,green,https://images.craigslist.org/00r0r_32EhOErOOT7z_0CI0BJ_600x450.jpg,,al,32.3401,-86.2529,2021-04-23T13:25:05-0500
https://montgomery.craigslist.org/ctd/d/montgomery-2011-bmw-z4-sdrive35is/7311455555.html,montgomery,https://montgomery.craigslist.org,32990,2011,bmw,z4 sdrive35is roadster 2d,good,other,45858,other,rwd,,other,red,https://images.craigslist.org/00N0N_1xMPvfxRAIdz_0gw0co_600x450.jpg,,al,32.35,-86.28,2021-04-23T12:51:02-0500
https://montgomery.craigslist.org/ctd/d/montgomery-2017-chevy-chevrolet-camaro/7311455666.html,montgomery,https://montgomery.craigslist.org,39590,2017,chevrolet,camaro ss coupe 2d,good,gas,10496,other,rwd,,coupe,white,https://images.craigslist.org/00u0u_6q9Mzhapp2Gz_0gw0co_600x450.jpg,,al,32.35,-86.28,2021-04-23T12:51:11-0500
https://montgomery.craigslist.org/ctd/d/montgomery-2013-ford-f150-super-cab-xl/7311448982.html,montgomery,https://montgomery.craigslist.org,22590,2013,ford,f150 super cab xl pickup 4d,good,other,14169,other,,,pickup,silver,https://images.craigslist.org/00909_lPs0VlcaPt1z_0gw0co_600x450.jpg,,al,32.35,-86.28,2021-04-23T12:40:56-0500
https://montgomery.craigslist.org/ctd/d/montgomery-2011-gmc-sierra-1500-regular/7311448983.html,montgomery,https://montgomery.craigslist.org,16990,2011,gmc,sierra 1500 regular cab work,good,gas,39219,other,,,pickup,black,https://images.craigslist.org/01717_letAXRITz7Xz_0gw0co_600x450.jpg,,al,32.35,-86.28,2021-04-23T12:40:56-0500
https://montgomery.craigslist.org/ctd/d/montgomery-2015-chevy-chevrolet/7311375872.html,montgomery,https://montgomery.craigslist.org,29590,2015,chevrolet,silverado 1500 double,good,other,43874,other,,,pickup,,https://images.craigslist.org/00N0N_1xMPvfxRAIdz_0gw0co_600x450.jpg,,al,32.35,-86.28,2021-04-23T10:50:48-0500
https://montgomery.craigslist.org/ctd/d/montgomery-2017-chevy-chevrolet/7311345352.html,montgomery,https://montgomery.craigslist.org,28590,2017,chevrolet,silverado 1500 regular,good,gas,102,other,,,pickup,red,https://images.craigslist.org/00z0z_2huXOzE1WLAz_0gw0co_600x450.jpg,,al,32.35,-86.28,2021-04-23T10:01:13-0500
https://montgomery.craigslist.org/ctd/d/montgomery-2020-mazda-mx5-miata-grand/7311273262.html,montgomery,https://montgomery.craigslist.org,31990,2020,mazda,mx-5 miata grand touring,good,gas,2408,other,rwd,,other,white,https://images.craigslist.org/00n0n_gyBDVHKRSXmz_0gw0co_600x450.jpg,,al,32.35,-86.28,2021-04-23T07:34:33-0500
https://montgomery.craigslist.org/cto/d/montgomery-toyota-camry/7311111237.html,montgomery,https://montgomery.craigslist.org,4500,2010,toyota,camry,,gas,278000,automatic,,,,silver,https://images.craigslist.org/00o0o_jVaTveQSzcjz_0ew0jm_600x450.jpg,,al,32.362499,-86.160182,2021-04-22T17:57:21-0500
https://montgomery.craigslist.org/ctd/d/montgomery-2017-mitsubishi-outlander/7310979744.html,montgomery,https://montgomery.craigslist.org,18590,2017,mitsubishi,outlander sport es,good,other,18994,other,4wd,,hatchback,blue,https://images.craigslist.org/00202_2lhx6lVKNhYz_0gw0co_600x450.jpg,,al,32.35,-86.28,2021-04-22T13:50:43-0500
https://montgomery.craigslist.org/ctd/d/montgomery-2017-infiniti-qx50-sport/7310962112.html,montgomery,https://montgomery.craigslist.org,22990,2017,infiniti,qx50 sport utility 4d,good,other,21297,other,,,hatchback,black,https://images.craigslist.org/00N0N_1xMPvfxRAIdz_0gw0co_600x450.jpg,,al,32.35,-86.28,2021-04-22T13:21:13-0500
https://montgomery.craigslist.org/ctd/d/montgomery-2018-infiniti-q60-30t-luxe/7310924380.html,montgomery,https://montgomery.craigslist.org,33990,2018,infiniti,q60 3.0t luxe coupe 2d,good,other,24679,other,,,coupe,black,https://images.craigslist.org/00202_2otquoXaRpIz_0gw0co_600x450.jpg,,al,32.35,-86.28,2021-04-22T12:21:03-0500
https://montgomery.craigslist.org/cto/d/montgomery-1993-nissan-300zx-twin-turbo/7310908774.html,montgomery,https://montgomery.craigslist.org,8500,1993,nissan,300zx twin turbo,good,gas,131000,automatic,,,,,https://images.craigslist.org/01616_g2ZGJTgZE6uz_0wg0oc_600x450.jpg,,al,32.3374,-86.2715,2021-04-22T11:56:31-0500
https://montgomery.craigslist.org/ctd/d/montgomery-2017-infiniti-q60-30t/7310878655.html,montgomery,https://montgomery.craigslist.org,31990,2017,infiniti,q60 3.0t premium coupe,good,other,26646,other,,,coupe,black,https://images.craigslist.org/00N0N_1xMPvfxRAIdz_0gw0co_600x450.jpg,,al,32.35,-86.28,2021-04-22T11:10:57-0500
https://montgomery.craigslist.org/ctd/d/montgomery-2017-bmw-x5-xdrive35d-sport/7310872393.html,montgomery,https://montgomery.craigslist.org,39590,2017,bmw,x5 xdrive35d sport utility,good,other,29355,other,,,other,silver,https://images.craigslist.org/00D0D_3Svr3ZHK4BGz_0gw0co_600x450.jpg,,al,32.35,-86.28,2021-04-22T11:01:25-0500
https://montgomery.craigslist.org/ctd/d/montgomery-2017-acura-ilx-sedan-4d/7310829935.html,montgomery,https://montgomery.craigslist.org,19590,2017,acura,ilx sedan 4d,good,diesel,29014,other,fwd,,sedan,black,https://images.craigslist.org/00v0v_8T3nvzOmLT9z_0gw0co_600x450.jpg,,al,32.35,-86.28,2021-04-22T09:51:14-0500
https://montgomery.craigslist.org/ctd/d/montgomery-2018-bmw-x5-xdrive35d-sport/7310794113.html,montgomery,https://montgomery.craigslist.org,39590,2018,bmw,x5 xdrive35d sport utility,good,other,31904,automatic,,,SUV,black,https://images.craigslist.org/00x0x_f0ADP80EMXEz_0gw0co_600x450.jpg,,al,32.35,-86.28,2021-04-22T08:41:54-0500
https://montgomery.craigslist.org/ctd/d/montgomery-2003-saab-93/7310708511.html,montgomery,https://montgomery.craigslist.org,4999,2003,,saab 9-3,excellent,gas,146005,automatic,fwd,mid-size,sedan,grey,https://images.craigslist.org/00606_6Wn8oBuRy5pz_0CI0t2_600x450.jpg,,al,32.3417,-86.3529,2021-04-21T23:21:19-0500
https://montgomery.craigslist.org/ctd/d/ton-service-utility-trucks-ford-chevy/7310703785.html,montgomery,https://montgomery.craigslist.org,0,2014,ram,,,diesel,0,automatic,,,other,white,https://images.craigslist.org/00h0h_5jDlr2i4mBxz_0gw0co_600x450.jpg,,al,,,2021-04-21T22:55:35-0500
https://montgomery.craigslist.org/ctd/d/prattville-2007-jaguar-type-supercharged/7310541681.html,montgomery,https://montgomery.craigslist.org,9950,2007,jaguar,s-type r,excellent,gas,97687,automatic,rwd,mid-size,sedan,black,https://images.craigslist.org/00c0c_hLZ2MRo20Dcz_0CI0t2_600x450.jpg,,al,32.46675,-86.452322,2021-04-21T15:47:11-0500
https://montgomery.craigslist.org/ctd/d/prattville-2011-honda-odyssey-ex/7310518657.html,montgomery,https://montgomery.craigslist.org,8950,2011,honda,odyssey ex-l,good,gas,164406,automatic,fwd,mid-size,mini-van,grey,https://images.craigslist.org/01717_dGExAfgcDXPz_0CI0t2_600x450.jpg,,al,32.466641,-86.452386,2021-04-21T15:06:51-0500
https://montgomery.craigslist.org/ctd/d/montgomery-auto-dealers-of-america-llc/7310507240.html,montgomery,https://montgomery.craigslist.org,200,2021,,other,,other,1234567,other,,,other,,https://images.craigslist.org/00j0j_in7H12U0g2fz_0bS02z_600x450.jpg,,al,32.2334,-86.2085,2021-04-21T14:47:20-0500
https://montgomery.craigslist.org/cto/d/montgomery-1966-mustang-convertible/7310493965.html,montgomery,https://montgomery.craigslist.org,35000,1966,ford,mustang,excellent,gas,100000,manual,rwd,mid-size,convertible,red,https://images.craigslist.org/00G0G_5Zu89Z7McFz_0BH0t2_600x450.jpg,,al,32.3736,-86.1833,2021-04-21T14:25:21-0500
https://montgomery.craigslist.org/ctd/d/montgomery-2016-scion-im-hatchback-4d/7310460234.html,montgomery,https://montgomery.craigslist.org,15590,2016,,Scion iM Hatchback 4D,good,other,64923,other,fwd,,hatchback,blue,https://images.craigslist.org/00N0N_1xMPvfxRAIdz_0gw0co_600x450.jpg,,al,32.35,-86.28,2021-04-21T13:30:34-0500
https://montgomery.craigslist.org/ctd/d/montgomery-2014-acura-mdx-sh-awd-sport/7310448222.html,montgomery,https://montgomery.craigslist.org,24990,2014,acura,mdx sh-awd sport utility,good,gas,52396,automatic,,,SUV,silver,https://images.craigslist.org/01010_31a5KFGcwLEz_0gw0co_600x450.jpg,,al,32.35,-86.28,2021-04-21T13:11:49-0500
https://montgomery.craigslist.org/ctd/d/montgomery-2018-audi-q5-premium-sport/7310428827.html,montgomery,https://montgomery.craigslist.org,29990,2018,audi,q5 premium sport utility 4d,good,diesel,23243,other,,,other,silver,https://images.craigslist.org/00N0N_1xMPvfxRAIdz_0gw0co_600x450.jpg,,al,32.35,-86.28,2021-04-21T12:41:15-0500
https://montgomery.craigslist.org/ctd/d/montgomery-2016-scion-im-hatchback-4d/7310390186.html,montgomery,https://montgomery.craigslist.org,14990,2016,,Scion iM Hatchback 4D,good,gas,65203,other,fwd,,hatchback,red,https://images.craigslist.org/00B0B_5RIqCKqtsPKz_0gw0co_600x450.jpg,,al,32.35,-86.28,2021-04-21T11:41:00-0500
https://montgomery.craigslist.org/ctd/d/montgomery-2018-acura-mdx-technology/7310351265.html,montgomery,https://montgomery.craigslist.org,30990,2018,acura,mdx technology pkg sport,good,other,29342,other,,,other,,https://images.craigslist.org/00O0O_2Q1hBHxLzghz_0gw0co_600x450.jpg,,al,32.35,-86.28,2021-04-21T10:41:30-0500
https://montgomery.craigslist.org/ctd/d/selma-2017-cadillac-escalade-miles/7310344299.html,montgomery,https://montgomery.craigslist.org,65950,2017,cadillac,escalade,like new,gas,15300,automatic,rwd,,,white,https://images.craigslist.org/00j0j_l0aa1EyWBQEz_0CI0t2_600x450.jpg,,al,32.4197,-87.0245,2021-04-21T10:30:25-0500
https://montgomery.craigslist.org/ctd/d/montgomery-2017-acura-mdx-sh-awd-sport/7310297119.html,montgomery,https://montgomery.craigslist.org,29990,2017,acura,mdx sh-awd sport utility,good,gas,38311,automatic,,,other,silver,https://images.craigslist.org/00l0l_kKs2KvpuZBKz_0gw0co_600x450.jpg,,al,32.35,-86.28,2021-04-21T09:11:03-0500
https://montgomery.craigslist.org/ctd/d/montgomery-2018-audi-q5-premium-sport/7310263816.html,montgomery,https://montgomery.craigslist.org,27990,2018,audi,q5 premium sport utility 4d,good,gas,31033,other,,,other,silver,https://images.craigslist.org/00t0t_cYUkNaOVDuwz_0gw0co_600x450.jpg,,al,32.35,-86.28,2021-04-21T08:01:36-0500
https://montgomery.craigslist.org/ctd/d/prattville-2011-ford-150-xl-6-4x4/7310033219.html,montgomery,https://montgomery.craigslist.org,9950,2011,ford,f-150 xl 4x4,good,gas,136341,automatic,4wd,full-size,pickup,white,https://images.craigslist.org/00r0r_QMsscxQLhNz_0CI0t2_600x450.jpg,,al,32.466605,-86.452515,2021-04-20T16:00:28-0500
https://montgomery.craigslist.org/ctd/d/prattville-2008-ford-150-xl-small/7310015408.html,montgomery,https://montgomery.craigslist.org,7950,2008,ford,f-150 xl,,gas,147700,automatic,rwd,full-size,truck,white,https://images.craigslist.org/00J0J_kqx7XtojkwHz_0CI0t2_600x450.jpg,,al,32.466714,-86.452622,2021-04-20T15:28:46-0500
https://montgomery.craigslist.org/ctd/d/montgomery-2016-hyundai-sonata-eco/7309957338.html,montgomery,https://montgomery.craigslist.org,16590,2016,hyundai,sonata eco sedan 4d,good,gas,39763,other,fwd,,sedan,white,https://images.craigslist.org/01616_arIGe3CiOtMz_0gw0co_600x450.jpg,,al,32.35,-86.28,2021-04-20T13:51:01-0500
https://montgomery.craigslist.org/ctd/d/montgomery-2018-hyundai-sonata-se-sedan/7309957161.html,montgomery,https://montgomery.craigslist.org,16990,2018,hyundai,sonata se sedan 4d,good,other,30948,other,,,sedan,blue,https://images.craigslist.org/00N0N_1xMPvfxRAIdz_0gw0co_600x450.jpg,,al,32.35,-86.28,2021-04-20T13:50:47-0500
https://montgomery.craigslist.org/cto/d/montgomery-1997-ford-f150-xl-long-bed/7309916449.html,montgomery,https://montgomery.craigslist.org,3500,1997,ford,f l50 xl long bed,fair,gas,160,automatic,4wd,full-size,truck,black,https://images.craigslist.org/00j0j_fwMhHXARFlYz_0CI0t2_600x450.jpg,,al,32.3834,-86.2434,2021-04-20T12:48:56-0500
https://montgomery.craigslist.org/cto/d/highland-home-2003-cadillac-deville/7309900609.html,montgomery,https://montgomery.craigslist.org,3500,2003,cadillac,deville,good,gas,268000,automatic,fwd,full-size,sedan,white,https://images.craigslist.org/00r0r_3k9GGYgUPxwz_0t20CI_600x450.jpg,,al,31.9746,-86.252804,2021-04-20T12:26:06-0500
https://montgomery.craigslist.org/ctd/d/montgomery-2017-audi-a6-30t-premium/7309896790.html,montgomery,https://montgomery.craigslist.org,28990,2017,audi,a6 3.0t premium plus sedan,good,other,45787,other,,,sedan,white,https://images.craigslist.org/00N0N_1xMPvfxRAIdz_0gw0co_600x450.jpg,,al,32.35,-86.28,2021-04-20T12:20:37-0500
https://montgomery.craigslist.org/ctd/d/montgomery-2017-audi-a6-30t-premium/7309855164.html,montgomery,https://montgomery.craigslist.org,30590,2017,audi,a6 3.0t premium plus sedan,good,gas,24238,automatic,,,sedan,white,https://images.craigslist.org/00K0K_jXdG0VqEKFNz_0gw0co_600x450.jpg,,al,32.35,-86.28,2021-04-20T11:21:02-0500
https://montgomery.craigslist.org/ctd/d/montgomery-2018-lincoln-mkx-reserve/7309855147.html,montgomery,https://montgomery.craigslist.org,27590,2018,lincoln,mkx reserve sport,good,gas,48039,other,fwd,,other,white,https://images.craigslist.org/00404_gd5UmGAhGI9z_0gw0co_600x450.jpg,,al,32.35,-86.28,2021-04-20T11:21:01-0500
https://montgomery.craigslist.org/ctd/d/montgomery-2015-infiniti-qx60-35-sport/7309795161.html,montgomery,https://montgomery.craigslist.org,19990,2015,infiniti,qx60 3.5 sport utility,good,other,96003,other,,,other,silver,https://images.craigslist.org/00G0G_bKKk9z0UP0Gz_0gw0co_600x450.jpg,,al,32.35,-86.28,2021-04-20T09:50:58-0500
https://montgomery.craigslist.org/ctd/d/montgomery-2018-infiniti-qx60-35-sport/7309733705.html,montgomery,https://montgomery.craigslist.org,30590,2018,infiniti,qx60 3.5 sport utility,good,gas,47107,other,,,SUV,black,https://images.craigslist.org/00N0N_1xMPvfxRAIdz_0gw0co_600x450.jpg,,al,32.35,-86.28,2021-04-20T07:54:26-0500
https://montgomery.craigslist.org/ctd/d/brundidge-2003-toyota-solara/7309719811.html,montgomery,https://montgomery.craigslist.org,3800,2003,toyota,camry solara convertible,,gas,150042,automatic,,,,,https://images.craigslist.org/00d0d_bRExBgCBKm6z_0CI0s1_600x450.jpg,,al,31.7013,-85.8177,2021-04-20T07:10:52-0500
https://montgomery.craigslist.org/cto/d/montgomery-2010-toyota-scion-xb/7309495799.html,montgomery,https://montgomery.craigslist.org,3850,2010,toyota,scion,good,gas,168000,automatic,fwd,full-size,SUV,,https://images.craigslist.org/00b0b_UZsFUxUY6Mz_0t20CI_600x450.jpg,,al,32.3736,-86.1833,2021-04-19T16:18:11-0500
https://montgomery.craigslist.org/ctd/d/seminary-toyota-land-cruiser-4x4/7309491002.html,montgomery,https://montgomery.craigslist.org,0,1992,toyota,land cruiser prado,excellent,diesel,160000,automatic,4wd,full-size,SUV,black,https://images.craigslist.org/00q0q_4H6XrWOErhYz_0lM0t2_600x450.jpg,,al,31.562023,-89.512235,2021-04-19T16:09:51-0500
https://montgomery.craigslist.org/ctd/d/prattville-2013-volvo-60-t5/7309485074.html,montgomery,https://montgomery.craigslist.org,9950,2013,volvo,s-60 t5,good,gas,90562,automatic,fwd,mid-size,sedan,grey,https://images.craigslist.org/00q0q_1KpyYnzPe9Tz_0CI0t2_600x450.jpg,,al,32.466515,-86.452558,2021-04-19T16:00:13-0500
https://montgomery.craigslist.org/ctd/d/montgomery-2017-lincoln-navigator/7309393836.html,montgomery,https://montgomery.craigslist.org,42590,2017,lincoln,navigator l reserve,good,gas,62776,other,4wd,,SUV,white,https://images.craigslist.org/00N0N_1xMPvfxRAIdz_0gw0co_600x450.jpg,,al,32.35,-86.28,2021-04-19T13:40:46-0500
https://montgomery.craigslist.org/ctd/d/prattville-2013-chevrolet-suburban-ltz/7309390549.html,montgomery,https://montgomery.craigslist.org,13950,2013,chevrolet,suburban ltz,good,gas,212134,automatic,rwd,full-size,SUV,white,https://images.craigslist.org/00L0L_8exEyvJEFkHz_0fu0bC_600x450.jpg,,al,32.466569,-86.452965,2021-04-19T13:36:06-0500
https://montgomery.craigslist.org/ctd/d/prattville-2013-vw-jetta-gli/7309389503.html,montgomery,https://montgomery.craigslist.org,8950,2013,volkswagen,jetta gli,good,gas,123904,automatic,fwd,mid-size,sedan,black,https://images.craigslist.org/00q0q_6Z0pWSOSRZNz_0CI0t2_600x450.jpg,,al,32.466551,-86.452257,2021-04-19T13:34:35-0500
https://montgomery.craigslist.org/ctd/d/prattville-2015-vw-passat-tsi-wolfsburg/7309388743.html,montgomery,https://montgomery.craigslist.org,8950,2015,volkswagen,passat tsi wolfsburg,excellent,gas,100274,automatic,fwd,mid-size,sedan,white,https://images.craigslist.org/00505_924hjCwSYz9z_0CI0t2_600x450.jpg,,al,32.466732,-86.452343,2021-04-19T13:33:28-0500
https://montgomery.craigslist.org/ctd/d/prattville-2013-bmw-328i-nav/7309388332.html,montgomery,https://montgomery.craigslist.org,11950,2013,bmw,328i nav sport pkg.,excellent,gas,85798,automatic,rwd,mid-size,sedan,blue,https://images.craigslist.org/00h0h_d5cyGl6oVhg_0CI0t2_600x450.jpg,,al,32.466641,-86.452622,2021-04-19T13:32:51-0500
https://montgomery.craigslist.org/ctd/d/prattville-2015-mazda-cx-sport/7309387973.html,montgomery,https://montgomery.craigslist.org,8950,2015,mazda,cx-5 sport,good,gas,170231,automatic,fwd,mid-size,SUV,grey,https://images.craigslist.org/00q0q_dHGL99gDwYV_0CI0t2_600x450.jpg,,al,32.466551,-86.452708,2021-04-19T13:32:20-0500
https://montgomery.craigslist.org/ctd/d/prattville-2012-toyota-prius-hybrid-one/7309387639.html,montgomery,https://montgomery.craigslist.org,7950,2012,toyota,prius v hatchback,good,hybrid,156553,automatic,fwd,mid-size,hatchback,silver,https://images.craigslist.org/00G0G_7krPsdiEt3x_0CI0t2_600x450.jpg,,al,32.466677,-86.452429,2021-04-19T13:31:50-0500
https://montgomery.craigslist.org/ctd/d/prattville-2009-lexus-is-250-awd-nav/7309386502.html,montgomery,https://montgomery.craigslist.org,8950,2009,lexus,is 250 awd nav,good,gas,134730,automatic,4wd,mid-size,sedan,blue,https://images.craigslist.org/00d0d_6VYrepiWahtz_0CI0t2_600x450.jpg,,al,32.466587,-86.452837,2021-04-19T13:30:27-0500
https://montgomery.craigslist.org/ctd/d/prattville-2009-chevrolet-1500/7309385988.html,montgomery,https://montgomery.craigslist.org,11950,2009,chevrolet,1500 avalanche ltz 4x4,good,gas,179935,automatic,4wd,full-size,pickup,black,https://images.craigslist.org/00D0D_h4GB9DiMQUH_0CI0t2_600x450.jpg,,al,32.466641,-86.452493,2021-04-19T13:29:48-0500
https://montgomery.craigslist.org/cto/d/montgomery-blue-bird-bus-2005-diesel/7309360766.html,montgomery,https://montgomery.craigslist.org,4000,2005,,VISION,,diesel,200000,automatic,,,,,https://images.craigslist.org/00909_b3TtJFHagh7z_0gg0cc_600x450.jpg,,al,32.3417,-86.3529,2021-04-19T12:54:09-0500
https://montgomery.craigslist.org/ctd/d/montgomery-2020-buick-encore-gx-select/7309358383.html,montgomery,https://montgomery.craigslist.org,24990,2020,buick,encore gx select sport,good,gas,4414,other,fwd,,SUV,white,https://images.craigslist.org/00N0N_1xMPvfxRAIdz_0gw0co_600x450.jpg,,al,32.35,-86.28,2021-04-19T12:51:00-0500
https://montgomery.craigslist.org/ctd/d/montgomery-2014-kia-soul-wagon-4d-wagon/7309344240.html,montgomery,https://montgomery.craigslist.org,13590,2014,kia,soul + wagon 4d,good,gas,80164,other,fwd,,wagon,brown,https://images.craigslist.org/00N0N_1xMPvfxRAIdz_0gw0co_600x450.jpg,,al,32.35,-86.28,2021-04-19T12:31:07-0500
https://montgomery.craigslist.org/ctd/d/montgomery-2013-kia-soul/7309344710.html,montgomery,https://montgomery.craigslist.org,6150,2013,kia,soul,excellent,gas,130200,automatic,rwd,mid-size,SUV,red,https://images.craigslist.org/00505_1TYiHCOG0APz_0CI0t2_600x450.jpg,,al,32.3129,-86.2421,2021-04-19T12:31:42-0500
